YearTerm,CrsPBADept,CrsPBAColl,CrsPBADiv,Subject,Course,CourseTitle,Level,CrsLvlNum,Activity_Type,Instruction_Mode,Hours,N_EOT,N_ENROLL,N_GRADE,PCT_GRADE,AVG_GRD,PCT_A,PCT_B,PCT_C,PCT_D,PCT_F,PCT_C_MINUS_OR_BELOW,PCT_DF,PCT_WDRAW,PCT_INCOMP,N_PASS,N_NOCRED,N_INCOMP,Workload_Raw,Workload_Hrs_Wk,AvgCourse,AvgInstructor,N_Ret,NIntrFCQ,RAP,Honors,insname1
20067,CHEM,AS,NS,CHEM,1011,ENVIRONMENTAL CHEM 1,Lower,1XXX,LEC - Lecture,,3,183,187,183,100%,2.53,23%,33%,26%,10%,7%,23%,17%,2%,0%,0,0,0,2.11,4-6,4.25,4.52,111,1,0,0,"WISE, MATTHEW ERIC"
20067,CHEM,AS,NS,CHEM,1021,INTRODUCTORY CHEMISTRY,Lower,1XXX,LEC - Lecture,,4,243,263,242,100%,2.01,10%,29%,28%,18%,15%,36%,33%,8%,0%,0,0,1,3.03,7-9,4.33,5.11,154,1,0,0,"KELLY, CHRISTINE MINA"
20067,CHEM,AS,NS,CHEM,1111,GENERAL CHEMISTRY 1 GT-SC1,Lower,1XXX,LEC - Lecture,,5,247,260,247,100%,2.12,14%,26%,31%,15%,14%,34%,29%,5%,0%,0,0,0,4.05,10-12,4.41,5.07,183,2,0,0,"BIERBAUM, VERONICA"
20067,CHEM,AS,NS,CHEM,1111,GENERAL CHEMISTRY 1 GT-SC1,Lower,1XXX,LEC - Lecture,,5,159,172,159,100%,2.24,17%,25%,36%,13%,10%,30%,23%,8%,0%,0,0,0,4.25,10-12,4.39,5.20,132,2,0,0,"BIERBAUM, VERONICA"
20067,CHEM,AS,NS,CHEM,1111,GENERAL CHEMISTRY 1 GT-SC1,Lower,1XXX,LEC - Lecture,,5,302,343,302,100%,2.28,16%,26%,36%,14%,8%,31%,22%,12%,0%,0,0,0,4.10,10-12,4.63,5.30,228,2,0,0,"BIERBAUM, VERONICA"
20067,CHEM,AS,NS,CHEM,1111,GENERAL CHEMISTRY 1 GT-SC1,Lower,1XXX,LEC - Lecture,,5,27,29,27,100%,2.71,19%,37%,41%,4%,0%,7%,4%,7%,0%,0,0,0,3.74,10-12,3.96,3.58,24,1,1,0,"JONAS, DAVID"
20067,CHEM,AS,NS,CHEM,1131,GENERAL CHEMISTRY 2,Lower,1XXX,LEC - Lecture,,5,224,239,224,100%,2.44,11%,42%,34%,8%,4%,24%,13%,6%,0%,0,0,0,3.83,10-12,3.91,4.01,94,1,0,0,"EICHELBERGER, BRIAN R"
20067,CHEM,AS,NS,CHEM,1151,HONORS GENERAL CHEM 1,Lower,1XXX,LEC - Lecture,,5,38,38,38,100%,2.69,26%,42%,13%,13%,5%,21%,18%,0%,0%,0,0,0,4.26,10-12,4.67,4.58,24,1,0,0,"NESBITT, DAVID"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,16,17,16,100%,2.57,19%,44%,25%,6%,6%,19%,13%,6%,0%,0,0,0,,,,,14,1,0,0,"MALONE, STEPHANIE M"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,19,20,19,100%,2.69,21%,42%,26%,11%,0%,16%,11%,5%,0%,0,0,0,4.00,10-12,,,19,1,0,0,"ABDELHAQ, MIRVAT"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,11,11,11,100%,2.56,27%,45%,9%,9%,9%,27%,18%,0%,0%,0,0,0,,,,,9,1,0,0,"GRUMSTRUP, ERIK MARTIN"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,20,20,20,100%,2.94,35%,40%,20%,5%,0%,15%,5%,0%,0%,0,0,0,,,,,18,1,0,0,"GARST, ANDREW D."
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,18,20,18,100%,2.43,22%,11%,56%,11%,0%,22%,11%,10%,0%,0,0,0,3.00,7-9,3.00,,18,1,0,0,"KING, BENJAMIN R"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,19,20,18,95%,2.68,33%,22%,28%,11%,6%,22%,17%,5%,5%,0,0,1,,,,,12,1,0,0,"NEMADE, PARAG R."
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,19,20,19,100%,3.01,26%,53%,21%,0%,0%,0%,0%,5%,0%,0,0,0,,,2.00,,17,1,0,0,"RANGAN, MEGHANA"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,20,20,20,100%,2.52,20%,40%,25%,10%,5%,30%,15%,0%,0%,0,0,0,,,,,18,1,0,0,"ABDELHAQ, MIRVAT"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,20,20,20,100%,3.10,30%,50%,20%,0%,0%,0%,0%,0%,0%,0,0,0,,,,,17,1,0,0,"GRUMSTRUP, ERIK MARTIN"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,19,19,19,100%,3.13,32%,53%,16%,0%,0%,5%,0%,0%,0%,0,0,0,3.00,7-9,1.00,4.00,19,1,0,0,"VOSS, BRET ALAN"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,20,20,19,95%,2.83,16%,47%,32%,5%,0%,5%,5%,0%,5%,0,0,1,,,2.00,6.00,19,1,0,0,"HOWARD, BENJAMIN J"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,19,19,18,95%,3.25,44%,44%,11%,0%,0%,0%,0%,0%,5%,0,0,1,,,,5.67,16,1,0,0,"CARLISLE, TREVOR KENNETH"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,17,18,17,100%,2.58,18%,41%,29%,12%,0%,24%,12%,6%,0%,0,0,0,,,,,17,1,0,0,"VOSS, BRET ALAN"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,19,20,19,100%,3.07,26%,58%,16%,0%,0%,0%,0%,5%,0%,0,0,0,,,,,18,1,0,0,"GARST, ANDREW D."
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,20,20,19,95%,2.67,11%,58%,26%,5%,0%,16%,5%,0%,5%,0,0,1,,,,,19,1,0,0,"HOWARD, BENJAMIN J"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,20,20,20,100%,3.01,35%,45%,15%,5%,0%,20%,5%,0%,0%,0,0,0,3.00,7-9,,3.00,17,1,0,0,"NEMADE, PARAG R."
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,20,21,20,100%,3.07,30%,60%,5%,5%,0%,10%,5%,5%,0%,0,0,0,,,,,20,1,0,0,"HOWARD, BENJAMIN J"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,19,20,19,100%,2.65,16%,42%,37%,0%,5%,16%,5%,5%,0%,0,0,0,,,,,18,1,0,0,"ADZIMA, BRIAN JAMES"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,21,21,21,100%,2.73,19%,48%,29%,0%,5%,14%,5%,0%,0%,0,0,0,,,,,19,1,0,0,"SHOMALI, MALIHEH"
20067,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,19,20,19,100%,2.82,32%,42%,16%,5%,5%,11%,11%,5%,0%,0,0,0,,,,,18,1,0,0,"NELSON, PAUL A."
20067,CHEM,AS,NS,CHEM,3311,ORGANIC CHEMISTRY 1,Upper,3XXX,LEC - Lecture,,4,172,184,172,100%,2.39,17%,32%,32%,10%,8%,24%,19%,7%,0%,0,0,0,4.02,10-12,4.17,4.12,128,1,0,0,"HOENIGMAN, REBECCA L"
20067,CHEM,AS,NS,CHEM,3311,ORGANIC CHEMISTRY 1,Upper,3XXX,LEC - Lecture,,4,241,250,240,100%,2.44,19%,28%,36%,10%,6%,24%,16%,4%,0%,0,0,1,4.10,10-12,3.72,3.71,201,1,0,0,"HOENIGMAN, REBECCA L"
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,22,22,22,100%,3.43,50%,45%,5%,0%,0%,0%,0%,0%,0%,0,0,0,2.76,7-9,4.43,5.14,21,1,0,0,"MILLER, SAMUEL"
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,21,22,21,100%,3.42,48%,52%,0%,0%,0%,0%,0%,5%,0%,0,0,0,1.95,4-6,4.38,5.76,21,1,0,0,"LAROCCA, THOMAS J"
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,22,22,22,100%,3.35,55%,41%,0%,0%,5%,5%,5%,0%,0%,0,0,0,3.60,10-12,4.57,5.81,21,1,0,0,"CHIN, CAROLYNN MAE"
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,21,21,21,100%,3.46,52%,43%,5%,0%,0%,0%,0%,0%,0%,0,0,0,2.72,7-9,4.74,5.79,19,1,0,0,"BAUSTIAN, KELLY J."
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,20,20,20,100%,3.47,50%,50%,0%,0%,0%,0%,0%,0%,0%,0,0,0,2.21,4-6,4.35,5.00,20,1,0,0,"BAUSTIAN, KELLY J."
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,22,23,22,100%,3.64,73%,23%,5%,0%,0%,0%,0%,4%,0%,0,0,0,2.42,4-6,4.52,5.24,22,1,0,0,"HARTWIG, WILLIAM THEODORE"
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,22,23,22,100%,3.13,23%,73%,0%,0%,5%,5%,5%,4%,0%,0,0,0,2.89,7-9,4.65,5.21,20,1,0,0,"LANTZ, ERIC J."
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,22,22,22,100%,3.46,50%,50%,0%,0%,0%,0%,0%,0%,0%,0,0,0,2.32,4-6,4.59,5.59,22,1,0,0,"CHIN, CAROLYNN MAE"
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,20,20,20,100%,3.69,75%,25%,0%,0%,0%,0%,0%,0%,0%,0,0,0,2.28,4-6,5.10,5.79,20,1,0,0,"LANTZ, ERIC J."
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,21,21,21,100%,3.23,38%,52%,10%,0%,0%,5%,0%,0%,0%,0,0,0,2.56,7-9,4.28,4.78,18,1,0,0,"THOMSEN, NOEL MARIE-FRANCE"
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,19,20,19,100%,3.60,63%,37%,0%,0%,0%,0%,0%,5%,0%,0,0,0,2.44,4-6,4.61,5.44,18,1,0,0,"BAUMGART, ELISA M"
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,17,19,17,100%,2.94,41%,35%,12%,0%,12%,12%,12%,11%,0%,0,0,0,2.36,4-6,5.00,5.73,15,1,0,0,"LANTZ, ERIC J."
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,21,22,21,100%,3.38,52%,43%,0%,0%,5%,5%,5%,5%,0%,0,0,0,2.65,7-9,4.19,4.19,21,1,0,0,"BAUMGART, ELISA M"
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,21,21,21,100%,3.30,48%,43%,10%,0%,0%,0%,0%,0%,0%,0,0,0,2.68,7-9,4.38,4.90,21,1,0,0,"THOMSEN, NOEL MARIE-FRANCE"
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,21,22,21,100%,3.15,29%,62%,10%,0%,0%,0%,0%,5%,0%,0,0,0,3.11,7-9,4.70,5.90,20,1,0,0,"MILLER, SAMUEL"
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,22,22,22,100%,3.48,50%,45%,5%,0%,0%,0%,0%,0%,0%,0,0,0,2.71,7-9,4.77,5.82,22,1,0,0,"LAROCCA, THOMAS J"
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,20,22,20,100%,3.38,65%,25%,5%,0%,5%,5%,5%,9%,0%,0,0,0,1.84,4-6,4.85,5.45,20,1,0,0,"BAUMGART, ELISA M"
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,21,22,21,100%,3.39,38%,57%,5%,0%,0%,0%,0%,5%,0%,0,0,0,2.47,4-6,5.10,5.75,21,1,0,0,"MILLER, SAMUEL"
20067,CHEM,AS,NS,CHEM,3321,LAB/ORGANIC CHEMISTRY 1,Upper,3XXX,MLS - Main Lab,,1,17,19,17,100%,3.35,47%,53%,0%,0%,0%,0%,0%,11%,0%,0,0,0,2.44,4-6,4.37,5.16,19,1,0,0,"BAUSTIAN, KELLY J."
20067,CHEM,AS,NS,CHEM,3331,ORGANIC CHEMISTRY 2,Upper,3XXX,LEC - Lecture,,4,126,141,124,98%,2.17,20%,31%,19%,10%,20%,32%,31%,11%,2%,0,0,2,3.49,7-9,4.69,5.28,98,1,0,0,"PETERS, KEVIN"
20067,CHEM,AS,NS,CHEM,3341,LAB/ORGANIC CHEMISTRY 2,Upper,3XXX,MLS - Main Lab,,1,17,18,17,100%,3.19,41%,47%,12%,0%,0%,0%,0%,6%,0%,0,0,0,2.38,4-6,4.08,4.58,14,1,0,0,"PETERS, WILLIAM KENNETH"
20067,CHEM,AS,NS,CHEM,3341,LAB/ORGANIC CHEMISTRY 2,Upper,3XXX,MLS - Main Lab,,1,11,12,11,100%,3.40,45%,55%,0%,0%,0%,0%,0%,8%,0%,0,0,0,2.11,4-6,5.10,5.80,10,1,0,0,"MORPHEW, LEE M."
20067,CHEM,AS,NS,CHEM,3341,LAB/ORGANIC CHEMISTRY 2,Upper,3XXX,MLS - Main Lab,,1,18,18,18,100%,3.38,50%,44%,6%,0%,0%,0%,0%,0%,0%,0,0,0,2.58,7-9,3.50,3.38,16,1,0,0,"HAO, XIN"
20067,CHEM,AS,NS,CHEM,3341,LAB/ORGANIC CHEMISTRY 2,Upper,3XXX,MLS - Main Lab,,1,20,21,20,100%,3.58,60%,40%,0%,0%,0%,0%,0%,5%,0%,0,0,0,2.00,4-6,4.15,5.45,20,1,0,0,"MORPHEW, LEE M."
20067,CHEM,AS,NS,CHEM,3341,LAB/ORGANIC CHEMISTRY 2,Upper,3XXX,MLS - Main Lab,,1,20,21,20,100%,3.38,40%,60%,0%,0%,0%,0%,0%,5%,0%,0,0,0,2.37,4-6,4.10,3.85,20,1,0,0,"PETERS, WILLIAM KENNETH"
20067,CHEM,AS,NS,CHEM,3341,LAB/ORGANIC CHEMISTRY 2,Upper,3XXX,MLS - Main Lab,,1,14,15,14,100%,3.22,29%,71%,0%,0%,0%,0%,0%,7%,0%,0,0,0,2.64,7-9,4.75,4.92,12,1,0,0,"PETERS, WILLIAM KENNETH"
20067,CHEM,AS,NS,CHEM,3341,LAB/ORGANIC CHEMISTRY 2,Upper,3XXX,MLS - Main Lab,,1,19,19,19,100%,3.14,32%,53%,16%,0%,0%,0%,0%,0%,0%,0,0,0,2.35,4-6,4.18,4.12,17,1,0,0,"HAO, XIN"
20067,CHEM,AS,NS,CHEM,3351,ORG CHEM 1/CHEM/BIOCHEM MAJORS,Upper,3XXX,LEC - Lecture,,4,42,44,42,100%,2.50,17%,31%,38%,10%,5%,14%,14%,5%,0%,0,0,0,3.67,10-12,5.13,5.43,30,1,0,0,"KOCH, TAD H"
20067,CHEM,AS,NS,CHEM,3361,LAB/ORGANIC CHEM 1/MAJOR,Upper,3XXX,MLS - Main Lab,,2,14,15,14,100%,3.58,64%,36%,0%,0%,0%,0%,0%,7%,0%,0,0,0,,,,,0,1,0,0,"NAFIE, JORDAN WRIGHT"
20067,CHEM,AS,NS,CHEM,3361,LAB/ORGANIC CHEM 1/MAJOR,Upper,3XXX,MLS - Main Lab,,2,15,16,15,100%,3.63,67%,33%,0%,0%,0%,0%,0%,6%,0%,0,0,0,3.46,7-9,5.73,5.87,16,1,0,0,"RUDNICKI, DANIEL LEE"
20067,CHEM,AS,NS,CHEM,4011,MODERN INORGANIC CHEM,Upper,4XXX,LEC - Lecture,,3,41,41,39,95%,3.21,44%,41%,15%,0%,0%,5%,0%,0%,2%,0,1,1,2.65,7-9,4.94,5.28,34,1,0,0,"PIERPONT, CORTLANDT G"
20067,CHEM,AS,NS,CHEM,4171,INSTRUMENT ANALYSIS LEC,Upper,4XXX,LEC - Lecture,,3,29,30,29,100%,2.73,34%,38%,10%,10%,7%,28%,17%,3%,0%,0,0,0,2.19,4-6,3.50,4.18,22,1,0,0,"WISE, MATTHEW ERIC"
20067,CHEM,AS,NS,CHEM,4411,PHYS CHEM/BIOCHEM APPL 1,Upper,4XXX,LEC - Lecture,,3,43,48,43,100%,2.64,23%,33%,28%,12%,5%,19%,16%,10%,0%,0,0,0,3.50,10-12,2.93,3.13,30,1,0,0,"JIMENEZ, RALPH"
20067,CHEM,AS,NS,CHEM,4511,PHYSICAL CHEMISTRY 1,Upper,4XXX,LEC - Lecture,,3,45,46,45,100%,2.62,16%,40%,40%,2%,2%,9%,4%,2%,0%,0,0,0,3.42,7-9,4.39,5.10,42,1,0,0,"GEIGER, LYNN C."
20067,CHEM,AS,NS,CHEM,4531,PHYSICAL CHEMISTRY 2,Upper,4XXX,LEC - Lecture,,3,18,18,17,94%,2.54,24%,41%,18%,6%,12%,24%,18%,0%,6%,0,0,1,4.00,10-12,4.93,5.40,15,1,0,0,"DAMRAUER, NIELS HARLEY"
20067,CHEM,AS,NS,CHEM,4611,SURVEY OF BIOCHEMISTRY,Upper,4XXX,LEC - Lecture,,3,126,129,126,100%,3.70,78%,18%,3%,1%,0%,1%,1%,2%,0%,0,0,0,2.48,4-6,5.30,5.39,77,1,0,0,"FALL, R RAY"
20067,CHEM,AS,NS,CHEM,4711,GENERAL BIOCHEMISTRY 1,Upper,4XXX,LEC - Lecture,,3,53,55,53,100%,2.97,30%,45%,17%,4%,4%,8%,8%,4%,0%,0,0,0,2.95,7-9,5.16,5.37,43,1,0,0,"BATEY, ROBERT T."
20067,CHEM,AS,NS,CHEM,4711,GENERAL BIOCHEMISTRY 1,Upper,4XXX,LEC - Lecture,,3,74,83,74,100%,2.39,19%,35%,20%,18%,8%,32%,26%,11%,0%,0,0,0,3.29,7-9,4.41,4.65,69,1,0,0,"TAATJES, DYLAN J"
20067,CHEM,AS,NS,CHEM,4731,GENERAL BIOCHEMISTRY 2,Upper,4XXX,LEC - Lecture,,3,42,42,41,98%,2.65,24%,37%,29%,7%,2%,24%,10%,0%,2%,0,0,1,3.06,7-9,4.89,5.19,36,1,0,0,"GOODRICH, JAMES ANDREW"
20067,CHEM,AS,NS,CHEM,4761,BIOCHEMISTRY LABORATORY,Upper,4XXX,MLS - Main Lab,,4,13,15,13,100%,3.16,38%,46%,15%,0%,0%,8%,0%,13%,0%,0,0,0,5.77,16+,2.77,2.46,13,1,0,0,"DROTAR, ANNA MARIE"
20067,CHEM,AS,NS,CHEM,4761,BIOCHEMISTRY LABORATORY,Upper,4XXX,MLS - Main Lab,,4,17,17,17,100%,3.02,24%,65%,6%,6%,0%,6%,6%,0%,0%,0,0,0,4.81,13-15,4.00,4.63,16,1,0,0,"OHLSSON, JOHN THEODORE"
20067,CHEM,AS,NS,CHEM,5181,MASS SPECTRO & CHROMATOG,Masters,5XXX,LEC - Lecture,,3,10,11,10,100%,3.32,20%,80%,0%,0%,0%,0%,0%,9%,0%,0,0,0,2.90,7-9,5.10,5.10,10,1,0,0,"JIMENEZ, JOSE L"
20067,CHEM,AS,NS,CHEM,5311,ADV SYNTH ORGANIC CHEM,Masters,5XXX,LEC - Lecture,,3,15,19,15,100%,3.47,47%,53%,0%,0%,0%,0%,0%,21%,0%,0,0,0,3.50,10-12,5.53,5.67,15,1,0,0,"SAMMAKIA, TAREK"
20067,CHEM,AS,NS,CHEM,5561,METH MOLECULAR BIOPHYS,Masters,5XXX,LEC - Lecture,,3,18,18,18,100%,3.52,50%,50%,0%,0%,0%,0%,0%,0%,0%,0,0,0,3.82,10-12,4.54,4.73,11,1,0,0,"MCHENRY, CHARLES S"
20067,CHEM,AS,NS,CHEM,5581,INTRO QUANTUM CHEMISTRY,Masters,5XXX,LEC - Lecture,,3,17,17,16,94%,3.31,25%,75%,0%,0%,0%,0%,0%,0%,6%,0,0,1,4.19,10-12,5.38,5.75,16,1,0,0,"WEBER, JORG MATHIAS"
20067,CHEM,AS,NS,CHEM,5771,ADVN GEN BIOCHEMISTRY 1,Masters,5XXX,LEC - Lecture,,5,17,17,16,94%,3.46,44%,56%,0%,0%,0%,0%,0%,0%,6%,0,0,1,5.41,13-15,5.62,5.47,17,2,0,0,"PALMER, AMY E"
20067,CHEM,AS,NS,CHEM,5776,SCIENTIFIC CONDUCT,Masters,5XXX,LEC - Lecture,,1,18,18,18,100%,4.00,100%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,1.00,0-3,4.41,5.21,17,2,0,0,"PALMER, AMY E"
20067,CHEM,AS,NS,CHEM,6401,SEMINAR IN PHYSICAL CHEM,Masters,6XXX,SEM - Seminar,,1,15,15,15,100%,3.95,93%,7%,0%,0%,0%,0%,0%,0%,0%,0,0,0,1.64,4-6,4.93,5.50,14,1,0,0,"VAIDA, VERONICA"
20067,CHEM,AS,NS,CHEM,6601,BIOCHEMISTRY SEMINAR,Masters,6XXX,SEM - Seminar,,1,14,14,14,100%,3.91,93%,7%,0%,0%,0%,0%,0%,0%,0%,0,0,0,1.25,0-3,5.33,4.78,9,1,0,0,"FALKE, JOSEPH"
20067,CHEM,AS,NS,CHEM,6901,SPECIAL TOPICS/CHEMISTRY,Masters,6XXX,LEC - Lecture,,3,17,17,17,100%,4.00,100%,0%,0%,0%,0%,0%,0%,0%,0%,0,0,0,,,,,0,1,1,0,"WUTTKE, DEBORAH S"
20071,CHEM,AS,NS,CHEM,1021,INTRODUCTORY CHEMISTRY,Lower,1XXX,LEC - Lecture,,4,146,158,145,99%,2.40,17%,33%,30%,13%,7%,25%,20%,8%,1%,0,0,1,3.05,7-9,3.93,4.03,69,1,0,0,"EICHELBERGER, BRIAN R"
20071,CHEM,AS,NS,CHEM,1031,ENVIRONMENTAL CHEM 2,Lower,1XXX,LEC - Lecture,,4,112,115,112,100%,2.50,15%,45%,22%,14%,4%,25%,18%,3%,0%,0,0,0,2.22,4-6,4.17,4.59,96,1,0,0,"WISE, MATTHEW ERIC"
20071,CHEM,AS,NS,CHEM,1071,INTRO ORGANIC/BIOCHEM,Lower,1XXX,LEC - Lecture,,4,19,19,19,100%,2.44,11%,47%,26%,5%,11%,16%,16%,0%,0%,0,0,0,2.75,7-9,4.92,5.69,13,1,0,0,"KELLY, CHRISTINE MINA"
20071,CHEM,AS,NS,CHEM,1111,GENERAL CHEMISTRY 1 GT-SC1,Lower,1XXX,LEC - Lecture,,5,344,375,342,99%,2.25,12%,28%,40%,14%,6%,27%,20%,8%,1%,0,0,2,3.44,7-9,4.39,4.93,220,1,0,0,"WISE, MATTHEW ERIC"
20071,CHEM,AS,NS,CHEM,1131,GENERAL CHEMISTRY 2,Lower,1XXX,LEC - Lecture,,5,160,169,159,99%,2.60,16%,53%,16%,11%,4%,21%,14%,5%,0%,0,1,0,3.57,10-12,4.34,4.42,115,1,0,0,"PARSON, ROBERT"
20071,CHEM,AS,NS,CHEM,1131,GENERAL CHEMISTRY 2,Lower,1XXX,LEC - Lecture,,5,358,380,354,99%,2.62,16%,51%,21%,9%,4%,19%,13%,6%,1%,0,0,4,3.76,10-12,4.25,4.34,242,1,0,0,"PARSON, ROBERT"
20071,CHEM,AS,NS,CHEM,1131,GENERAL CHEMISTRY 2,Lower,1XXX,LEC - Lecture,,5,37,37,37,100%,2.54,19%,35%,30%,11%,5%,19%,16%,0%,0%,0,0,0,3.90,10-12,4.97,5.76,33,1,1,0,"KELLY, CHRISTINE MINA"
20071,CHEM,AS,NS,CHEM,1171,HONORS GENERAL CHEM 2,Lower,1XXX,LEC - Lecture,,5,33,34,33,100%,2.96,33%,45%,12%,3%,6%,12%,9%,3%,0%,0,0,0,3.92,10-12,4.69,4.92,26,1,0,0,"WUTTKE, DEBORAH S"
20071,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,14,15,14,100%,3.44,64%,29%,0%,7%,0%,7%,7%,7%,0%,0,0,0,,,,,13,1,0,0,"XUE, CHANGJUN"
20071,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,20,20,20,100%,3.22,45%,40%,15%,0%,0%,10%,0%,0%,0%,0,0,0,,,,4.00,16,1,0,0,"ABDELHAQ, MIRVAT"
20071,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,20,20,20,100%,3.02,25%,55%,15%,0%,5%,5%,5%,0%,0%,0,0,0,,,,,17,1,0,0,"GARST, ANDREW D."
20071,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,16,19,15,94%,3.01,33%,40%,27%,0%,0%,7%,0%,16%,6%,0,0,1,4.00,10-12,3.00,,13,1,0,0,"HOWARD, BENJAMIN J"
20071,CHEM,AS,NS,CHEM,1221,ENGR GEN CHEMISTRY LAB,Lower,1XXX,MLS - Main Lab,,2,18,19,17,94%,2.78,24%,41%,24%,12%,0%,12%,12%,5%,6%,0,0,1,,,,,18,1,0,0,"DEFOREST, COLE A"
